DATE,UPI APP,VOL(Million),VOL(Cr),Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,
30/06/2022,HDFC Bank Apps,8.24,206622.00%,-,-,-,-,-,-,8.24,"2,066.22",
30/06/2022,HSBC Bank Apps,0.11,6138.00%,0.00%,0.00%,0,0.00%,-,-,0.11,61.39,
30/06/2022,ICICI Bank Apps,35.25,693144.00%,411.00%,327067.00%,0.01,3.00%,-,-,39.37,"10,202.14",
30/06/2022,IDBI Bank Apps,0.03,1571.00%,-,-,-,-,-,-,0.03,15.71,
30/06/2022,IDFC Bank Apps,7.03,66365.00%,0.00%,0.00%,-,-,-,-,7.03,663.65,
30/06/2022,India Post Payments Bank Apps,3.98,46734.00%,-,-,-,-,-,-,3.98,467.34,
30/06/2022,Indian Bank Apps,0.17,5330.00%,0.00%,38.00%,-,-,-,-,0.17,53.68,
30/06/2022,Indian Overseas Bank Apps,0.01,298.00%,-,-,-,-,-,-,0.01,2.98,
30/06/2022,IndusInd Bank Apps,1,164513.00%,-,-,-,-,-,-,1,"1,645.13",
30/06/2022,Janata Sahakari Bank Apps,0.01,447.00%,-,-,-,-,-,-,0.01,4.47,
30/06/2022,Jio Payments Bank Apps,1.87,11634.00%,-,-,-,-,-,-,1.87,116.34,
30/06/2022,Jupiter,1.89,22322.00%,-,-,-,-,-,-,1.89,223.22,
30/06/2022,Jupiter Edge (LivQuick PPI),0.13,872.00%,-,-,-,-,-,-,0.13,8.72,
30/06/2022,Karnataka Bank Apps,0.32,4313.00%,-,-,-,-,-,-,0.32,43.13,
30/06/2022,Karur Vysya Bank Apps,0.04,1591.00%,-,-,-,-,-,-,0.04,15.91,
30/06/2022,Kotak Mahindra Bank Apps,8.33,175864.00%,1.00%,364.00%,-,-,-,-,8.33,"1,762.28",
30/06/2022,MakeMyTrip,0.11,5145.00%,-,-,-,-,-,-,0.11,51.45,
30/06/2022,MI Pay,0.17,2961.00%,-,-,-,-,-,-,0.17,29.61,
30/06/2022,Mobikwik,2.31,40463.00%,-,-,-,-,-,-,2.31,404.63,
30/06/2022,NSDL Payments Bank Apps,0.02,244.00%,-,-,-,-,-,-,0.02,2.44,
30/06/2022,Paytm Payments Bank App,778.87,8938878.00%,35.00%,41220.00%,-,-,98.28,"12,318.93",877.5,"1,02,119.90",
30/06/2022,PhonePe,"2,732.59","5,01,474.48",-,-,-,-,-,-,"2,732.59","5,01,474.48",
31/07/2022,Airtel Payments Bank Apps,7.40,55509.00%,-,-,0,0.00%,0,0.16,7.41,555.26,
31/07/2022,Allahabad Bank Apps,0.03,695.00%,-,-,-,-,-,-,0.03,6.95,
31/07/2022,Amazon Pay,68.77,675180.00%,-,-,-,-,-,-,68.77,"6,751.80",
31/07/2022,AU Small Finance Bank Apps,0.42,13149.00%,-,-,-,-,-,-,0.42,131.49,
31/07/2022,Axis Bank Apps,7.35,117432.00%,4663.00%,3810.00%,0.02,153.00%,-,-,53.99,"1,213.95",
31/07/2022,Bajaj Finserv,1.95,12852.00%,-,-,-,-,-,-,1.95,128.52,
31/07/2022,Bajaj Markets,0.02,166.00%,-,-,-,-,-,-,0.02,1.66,
31/07/2022,Bandhan Bank Apps,0.01,135.00%,-,-,-,-,-,-,0.01,1.35,
31/07/2022,Bank of Baroda Apps,0.88,35445.00%,-,-,0,0.00%,-,-,0.88,354.45,
31/07/2022,Bank of India Apps,0.15,4644.00%,-,-,-,-,-,-,0.15,46.44,
31/07/2022,Bank of Maharashtra Apps,0.06,1647.00%,-,-,-,-,-,-,0.06,16.47,
31/07/2022,BHIM,24.48,782395.00%,-,-,-,-,-,-,24.48,"7,823.95",
31/07/2022,Canara Bank Apps,0.47,12879.00%,-,-,-,-,-,-,0.47,128.79,
31/07/2022,Central Bank of India Apps,0.22,5837.00%,-,-,0,0.00%,-,-,0.22,58.37,
31/07/2022,Citi Bank Apps,0.11,6366.00%,-,-,0,0.00%,-,-,0.11,63.66,
31/07/2022,City Union Bank Apps,0.03,1019.00%,-,-,-,-,-,-,0.03,10.19,
31/07/2022,Cointab,0.07,2730.00%,-,-,-,-,-,-,0.07,27.3,
31/07/2022,Cred,14.89,1971643.00%,-,-,-,-,-,-,14.89,"19,716.43",
31/07/2022,DBS Digibank Apps,0.47,17927.00%,-,-,-,-,-,-,0.47,179.27,
31/07/2022,Deutsche Bank Apps,1.87,11600.00%,-,-,0,1.00%,-,-,1.87,116.01,
31/07/2022,Dhanlaxmi Bank Apps,0.01,286.00%,-,-,-,-,-,-,0.01,2.86,
31/07/2022,Equitas Small Finance Bank Apps,0.01,489.00%,-,-,-,-,-,-,0.01,4.89,
31/07/2022,Fave,0.16,1106.00%,-,-,-,-,-,-,0.16,11.06,
31/07/2022,Federal Bank Apps,3.85,53955.00%,-,-,0,0.00%,-,-,3.85,539.55,
31/07/2022,Fino Payments Bank Apps,0.06,426.00%,-,-,-,-,-,-,0.06,4.26,
31/07/2022,GoIbibo,0.01,510.00%,-,-,-,-,-,-,0.01,5.1,
31/07/2022,Google Pay,"2,130.63","3,66,669.09",-,-,-,-,-,-,"2,130.63","3,66,669.09",
31/07/2022,Groww,0.49,29031.00%,-,-,-,-,-,-,0.49,290.31,
31/07/2022,HDFC Bank Apps,9.38,234128.00%,-,-,-,-,-,-,9.38,"2,341.28",
31/07/2022,HSBC Bank Apps,0.11,6843.00%,0.00%,4.00%,0,0.00%,-,-,0.11,68.47,
31/07/2022,ICICI Bank Apps,32.53,774519.00%,46.00%,3224.00%,4.36,373187.00%,-,-,37.34,"11,509.29",
31/07/2022,IDBI Bank Apps,0.03,1642.00%,-,-,-,-,-,-,0.03,16.42,
31/07/2022,IDFC Bank Apps,8.28,64534.00%,-,-,0,0.00%,-,-,8.28,645.34,
31/07/2022,India Post Payments Bank Apps,4.08,48059.00%,-,-,-,-,-,-,4.08,480.59,
31/07/2022,Indian Bank Apps,0.2,5815.00%,-,-,0.01,1323.00%,-,-,0.21,71.39,
31/07/2022,Indian Overseas Bank Apps,0.01,374.00%,-,-,-,-,-,-,0.01,3.74,
31/07/2022,IndusInd Bank Apps,0.99,165226.00%,-,-,-,-,-,-,0.99,"1,652.26",
31/07/2022,Janata Sahakari Bank Apps,0.01,415.00%,-,-,-,-,-,-,0.01,4.15,
31/07/2022,Jio Payments Bank Apps,1.9,11659.00%,-,-,-,-,-,-,1.9,116.59,
31/07/2022,Jupiter,2.1,25414.00%,-,-,-,-,-,-,2.1,254.14,
31/07/2022,Karnataka Bank Apps,0.35,4801.00%,-,-,-,-,-,-,0.35,48.01,
31/07/2022,Karur Vysya Bank Apps,0.04,1566.00%,-,-,-,-,-,-,0.04,15.66,
31/07/2022,Kotak Mahindra Bank Apps,8.86,181587.00%,-,-,0,46.00%,-,-,8.86,"1,816.33",
31/07/2022,MakeMyTrip,0.13,5819.00%,-,-,-,-,-,-,0.13,58.19,
31/07/2022,MI Pay,0.16,2698.00%,-,-,-,-,-,-,0.16,26.98,
31/07/2022,Mobikwik,2.48,46217.00%,-,-,-,-,-,-,2.48,462.17,
31/07/2022,NSDL Payments Bank Apps,0.02,350.00%,-,-,-,-,-,-,0.02,3.5,
31/07/2022,Paytm Payments Bank App,828.63,9450777.00%,55.00%,191.00%,0.38,46562.00%,104.32,"16,174.36",933.88,"1,11,149.66",
31/07/2022,PhonePe,"2,993.83","5,24,742.49",-,-,-,-,-,-,"2,993.83","5,24,742.49",
31/07/2022,Punjab National Bank Apps,0.07,3570.00%,-,-,-,-,-,-,0.07,35.7,
31/08/2022,Airtel Payments Bank Apps,7.96,60838.00%,-,-,0,0.01,0,0.11,7.96,608.5,
31/08/2022,Allahabad Bank Apps,0.03,770.00%,-,-,-,-,-,-,0.03,7.7,
31/08/2022,Amazon Pay,62.43,635315.00%,-,-,-,-,-,-,62.43,"6,353.15",
31/08/2022,AU Small Finance Bank Apps,0.45,13870.00%,-,-,-,-,-,-,0.45,138.7,
31/08/2022,Axis Bank Apps,7.39,131376.00%,5070.00%,4271.00%,0.02,1.42,-,-,58.11,"1,357.89",
31/08/2022,Bajaj Finserv,2.45,17859.00%,-,-,-,-,-,-,2.45,178.59,
31/08/2022,Bajaj Markets,0.02,158.00%,-,-,-,-,-,-,0.02,1.58,
31/08/2022,Bandhan Bank Apps,0.01,125.00%,-,-,-,-,-,-,0.01,1.25,
31/08/2022,Bank of Baroda Apps,0.99,38342.00%,-,-,0,0,-,-,0.99,383.43,
31/08/2022,Bank of India Apps,0.17,5481.00%,-,-,-,-,-,-,0.17,54.81,
31/08/2022,Bank of Maharashtra Apps,0.07,1719.00%,-,-,-,-,-,-,0.07,17.19,
31/08/2022,BHIM,24.99,786048.00%,-,-,-,-,-,-,24.99,"7,860.48",
31/08/2022,Canara Bank Apps,0.67,17637.00%,-,-,-,-,-,-,0.67,176.37,
31/08/2022,Central Bank of India Apps,0.24,6459.00%,-,-,0,0.01,-,-,0.24,64.59,
31/08/2022,Citi Bank Apps,0.11,6308.00%,-,-,0,0,-,-,0.11,63.08,
31/08/2022,City Union Bank Apps,0.04,1145.00%,-,-,-,-,-,-,0.04,11.45,
31/08/2022,Cointab,0.06,2498.00%,-,-,-,-,-,-,0.06,24.98,
31/08/2022,Cred,14.81,1908430.00%,-,-,-,-,-,-,14.81,"19,084.30",
31/08/2022,DBS Digibank Apps,0.48,17876.00%,-,-,-,-,-,-,0.48,178.76,
31/08/2022,Deutsche Bank Apps,1.98,11921.00%,-,-,0,0.01,-,-,1.98,119.21,
31/08/2022,Dhanlaxmi Bank Apps,0.01,310.00%,-,-,-,-,-,-,0.01,3.1,
31/08/2022,Equitas Small Finance Bank Apps,0.01,494.00%,-,-,-,-,-,-,0.01,4.94,
31/08/2022,Fave,0.14,771.00%,-,-,-,-,-,-,0.14,7.71,
31/08/2022,Federal Bank Apps,3.8,52020.00%,-,-,0,0,-,-,3.8,520.2,
31/08/2022,Fino Payments bank Apps,0.08,505.00%,-,-,-,-,-,-,0.08,5.05,
31/08/2022,GoIbibo,0.01,482.00%,-,-,-,-,-,-,0.01,4.82,
31/08/2022,Google Pay,"2,212.73",37108116.00%,-,-,-,-,-,-,"2,212.73","371,081.16",
31/08/2022,Groww,0.8,49093.00%,-,-,-,-,-,-,0.8,490.93,
31/08/2022,HDFC Bank Apps,9.83,241547.00%,-,-,-,-,-,-,9.83,"2,415.47",
31/08/2022,HSBC Bank Apps,0.11,6570.00%,0.00%,44.00%,0,0,-,-,0.11,66.14,
31/08/2022,ICICI Bank Apps,36.96,833498.00%,496.00%,40652.00%,3.68,"1,983.75",-,-,45.59,"10,725.25",
31/08/2022,IDBI Bank Apps,0.04,2031.00%,-,-,-,-,-,-,0.04,20.31,
31/08/2022,IDFC Bank Apps,10.19,76241.00%,-,-,0,0,-,-,10.19,762.41,
31/08/2022,India Post Payments Bank Apps,4.3,50441.00%,-,-,-,-,-,-,4.3,504.41,
31/08/2022,Indian Bank Apps,0.22,6310.00%,-,-,0,0.23,-,-,0.22,63.33,
31/08/2022,Indian Overseas Bank Apps,0.01,466.00%,-,-,-,-,-,-,0.01,4.66,
31/08/2022,IndusInd Bank Apps,1.01,160556.00%,-,-,-,-,-,-,1.01,"1,605.56",
31/08/2022,Janata Sahakari Bank Apps,0.01,456.00%,-,-,-,-,-,-,0.01,4.56,
31/08/2022,Jio Payments Bank Apps,1.85,11328.00%,-,-,-,-,-,-,1.85,113.28,
31/08/2022,Jupiter,2.03,24920.00%,-,-,-,-,-,-,2.03,249.2,
31/08/2022,Karnataka Bank Apps,0.38,5532.00%,-,-,-,-,-,-,0.38,55.32,
31/08/2022,Karur Vysya Bank Apps,0.04,1654.00%,-,-,-,-,-,-,0.04,16.54,
31/08/2022,Kotak Mahindra Bank Apps,9.28,193914.00%,-,-,0,0,-,-,9.28,"1,939.14",
31/08/2022,MakeMyTrip,0.15,6267.00%,-,-,-,-,-,-,0.15,62.67,
31/08/2022,MI Pay,0.15,2480.00%,-,-,-,-,-,-,0.15,24.8,
31/08/2022,Mobikwik,2.84,56295.00%,-,-,-,-,-,-,2.84,562.95,
31/08/2022,NSDL Payments Bank Apps,0.02,285.00%,-,-,-,-,-,-,0.02,2.85,
31/08/2022,Paytm Payments Bank App,871.86,9603411.00%,411.00%,1037.00%,0.38,458.24,110.05,"17,714.37",986.39,"114,217.10",
30/09/2022,PhonePe,"3,146.71",52843349.00%,-,-,-,-,-,-,"3,146.71","528,433.49",
30/09/2022,Punjab National Bank Apps,0.09,4341.00%,-,-,-,-,-,-,0.09,43.41,
30/09/2022,Airtel Payments Bank Apps,9.14,68076.00%,-,-,0,2.00%,0,0.11,9.15,680.89,
30/09/2022,Allahabad Bank Apps,0.03,810.00%,-,-,-,-,-,-,0.03,8.1,
30/09/2022,Amazon Pay,57.38,601531.00%,-,-,-,-,-,-,57.38,"6,015.31",
30/09/2022,AU Small Finance Bank Apps,0.48,14890.00%,-,-,-,-,-,-,0.48,148.9,
30/09/2022,Axis Bank Apps,7.46,142109.00%,5024.00%,4613.00%,0.02,185.00%,-,-,57.72,"1,469.07",
30/09/2022,Bajaj Finserv,3.29,23481.00%,-,-,-,-,-,-,3.29,234.81,
30/09/2022,Bajaj Markets,0.01,138.00%,-,-,-,-,-,-,0.01,1.38,
30/09/2022,Bandhan Bank Apps,0.01,188.00%,-,-,-,-,-,-,0.01,1.88,
30/09/2022,Bank of Baroda Apps,1.11,44384.00%,-,-,0,0.00%,-,-,1.11,443.85,
30/09/2022,Bank of India Apps,0.18,5459.00%,-,-,-,-,-,-,0.18,54.59,
30/09/2022,Bank of Maharashtra Apps,0.07,1723.00%,-,-,-,-,-,-,0.07,17.23,
30/09/2022,BHIM,25.17,830865.00%,-,-,-,-,-,-,25.17,"8,308.65",
30/09/2022,Canara Bank Apps,0.78,20718.00%,-,-,0,0.00%,-,-,0.78,207.18,
30/09/2022,Central Bank of India Apps,0.28,6837.00%,-,-,0,1.00%,-,-,0.28,68.38,
30/09/2022,Citi Bank Apps,0.1,6700.00%,-,-,0,0.00%,-,-,0.1,67,
30/09/2022,City Union Bank Apps,0.04,1245.00%,-,-,-,-,-,-,0.04,12.45,
30/09/2022,Cointab,0.04,1935.00%,-,-,-,-,-,-,0.04,19.35,
30/09/2022,Cred,14.96,1923792.00%,-,-,-,-,-,-,14.96,"19,237.92",
30/09/2022,DBS Digibank Apps,0.43,17691.00%,-,-,-,-,-,-,0.43,176.91,
30/09/2022,Deutsche Bank Apps,1.58,9843.00%,-,-,0,1.00%,-,-,1.58,98.43,
30/09/2022,Dhanlaxmi Bank Apps,0.01,287.00%,-,-,-,-,-,-,0.01,2.87,
30/09/2022,Equitas Small Finance Bank Apps,0.02,876.00%,-,-,-,-,-,-,0.02,8.76,
30/09/2022,Fave,0.08,440.00%,-,-,-,-,-,-,0.08,4.4,
30/09/2022,Federal Bank Apps,3.84,54995.00%,-,-,0,0.00%,-,-,3.84,549.95,
30/09/2022,Fino Payments bank Apps,0.08,566.00%,-,-,-,-,-,-,0.08,5.66,
30/09/2022,GoIbibo,0.01,358.00%,-,-,-,-,-,-,0.01,3.58,
30/09/2022,Google Pay,"2,296.14",38799614.00%,-,-,-,-,-,-,"2,296.14","387,996.14",
30/09/2022,Groww,0.11,6803.00%,-,-,-,-,-,-,0.11,68.03,
30/09/2022,HDFC Bank Apps,10.98,268610.00%,-,-,-,-,-,-,10.98,"2,686.10",
30/09/2022,HSBC Bank Apps,0.12,7014.00%,0.00%,43.00%,0,0.00%,-,-,0.12,70.56,
30/09/2022,ICICI Bank Apps,26.54,686250.00%,484.00%,36684.00%,3.45,317247.00%,-,-,34.84,"10,401.81",
30/09/2022,IDBI Bank Apps,0.05,2418.00%,-,-,-,-,-,-,0.05,24.18,
30/09/2022,IDFC Bank Apps,11.53,82451.00%,-,-,0,1.00%,-,-,11.53,824.52,
30/09/2022,India Post Payments Bank Apps,5.22,57275.00%,-,-,-,-,-,-,5.22,572.75,
30/09/2022,Indian Bank Apps,0.21,6362.00%,-,-,0,196.00%,-,-,0.21,65.58,
30/09/2022,Indian Overseas Bank Apps,0.02,479.00%,-,-,-,-,-,-,0.02,4.79,
30/09/2022,IndusInd Bank Apps,1.04,143951.00%,-,-,-,-,-,-,1.04,"1,439.51",
30/09/2022,Janata Sahakari Bank Apps,0.01,442.00%,-,-,-,-,-,-,0.01,4.42,
30/09/2022,Jio Payments Bank Apps,1.4,9036.00%,-,-,-,-,-,-,1.4,90.36,
30/09/2022,Jupiter,2.09,25971.00%,-,-,-,-,-,-,2.09,259.71,
30/09/2022,Karnataka Bank Apps,0.4,6384.00%,-,-,-,-,-,-,0.4,63.84,
30/09/2022,Karur Vysya Bank Apps,0.04,1674.00%,-,-,-,-,-,-,0.04,16.74,
30/09/2022,Kotak Mahindra Bank Apps,10.52,223060.00%,-,-,0,0.00%,-,-,10.52,"2,230.61",
30/09/2022,MakeMyTrip,0.1,4783.00%,-,-,-,-,-,-,0.1,47.83,
30/09/2022,MI Pay,0.03,387.00%,-,-,-,-,-,-,0.03,3.87,
30/09/2022,Mobikwik,3.04,63271.00%,-,-,-,-,-,-,3.04,632.71,
30/09/2022,NSDL Payments Bank Apps,0.02,279.00%,-,-,-,-,-,-,0.02,2.79,
31/10/2022,Airtel Payments Bank Apps,9.44,77504.00%,-,-,0,0.00%,0,0.14,9.44,775.19,
31/10/2022,Allahabad Bank Apps,0.03,933.00%,-,-,-,-,-,-,0.03,9.33,
31/10/2022,Amazon Pay,56.42,606050.00%,-,-,-,-,-,-,56.42,"6,060.50",
31/10/2022,AU Small Finance Bank Apps,0.54,16199.00%,-,-,-,-,-,-,0.54,161.99,
31/10/2022,Axis Bank Apps,7.83,150228.00%,5213.00%,5148.00%,0.03,209.00%,-,-,59.99,"1,555.84",
31/10/2022,Bajaj Finserv,4.12,47271.00%,-,-,-,-,-,-,4.12,472.71,
31/10/2022,Bank of Baroda Apps,1.23,46623.00%,-,-,0,0.00%,-,-,1.23,466.23,
31/10/2022,Bank of India Apps,0.2,5997.00%,-,-,-,-,-,-,0.2,59.97,
31/10/2022,Bank of Maharashtra Apps,0.07,2010.00%,-,-,-,-,-,-,0.07,20.1,
31/10/2022,BHIM,25.49,852317.00%,-,-,-,-,-,-,25.49,"8,523.17",
31/10/2022,Canara Bank Apps,0.81,21907.00%,-,-,-,-,-,-,0.81,219.07,
31/10/2022,Central Bank of India Apps,0.3,7164.00%,-,-,0,2.00%,-,-,0.3,71.66,
31/10/2022,Citi Bank Apps,0.09,6683.00%,-,-,0,0.00%,-,-,0.09,66.83,
31/10/2022,City Union Bank Apps,0.04,1285.00%,-,-,-,-,-,-,0.04,12.85,
31/10/2022,Cointab,0.03,1167.00%,-,-,-,-,-,-,0.03,11.67,
31/10/2022,Cred,21.28,2025970.00%,-,-,-,-,-,-,21.28,"20,259.70",
31/10/2022,DBS Digibank Apps,0.43,17926.00%,-,-,0,0.00%,-,-,0.43,179.26,
31/10/2022,Deutsche Bank Apps,1.25,11193.00%,-,-,0,1.00%,-,-,1.26,111.93,
31/10/2022,Dhanlaxmi Bank Apps,0.01,321.00%,-,-,-,-,-,-,0.01,3.21,
31/10/2022,Equitas Small Finance Bank Apps,0.02,828.00%,-,-,-,-,-,-,0.02,8.28,
31/10/2022,Fampay PPI,4.06,5679.00%,-,-,0,1.00%,-,-,4.06,56.79,
31/10/2022,Fave,0.04,253.00%,-,-,-,-,-,-,0.04,2.53,
31/10/2022,Federal Bank Apps,4.19,57492.00%,-,-,0,0.00%,-,-,4.19,574.92,
31/10/2022,Fino Payments bank Apps,0.09,646.00%,-,-,-,-,-,-,0.09,6.46,
31/10/2022,GoIbibo,0.01,184.00%,-,-,-,-,-,-,0.01,1.84,
31/10/2022,Google Pay,"2,496.42","4,20,978.38",-,-,-,-,-,-,"2,496.42","4,20,978.38",
31/10/2022,HDFC Bank Apps,11.96,299727.00%,-,-,0,3.00%,-,-,11.96,"2,997.29",
31/10/2022,HSBC Bank Apps,0.14,7742.00%,0.00%,38.00%,0,0.00%,-,-,0.14,77.8,
31/10/2022,ICICI Bank Apps,31.22,807399.00%,504.00%,38141.00%,5.34,607412.00%,-,-,41.61,"14,529.52",
31/10/2022,IDBI Bank Apps,0.06,2592.00%,-,-,-,-,-,-,0.06,25.92,
31/10/2022,IDFC Bank Apps,9.98,88844.00%,-,-,0,0.00%,-,-,9.98,888.45,
31/10/2022,India Post Payments Bank Apps,4.7,63043.00%,-,-,-,-,-,-,4.7,630.43,
31/10/2022,Indian Bank Apps,0.23,6897.00%,-,-,-,-,-,-,0.23,68.97,
31/10/2022,Indian Overseas Bank Apps,0.01,472.00%,-,-,-,-,-,-,0.01,4.72,
31/10/2022,IndusInd Bank Apps,1.15,151668.00%,-,-,-,-,-,-,1.15,"1,516.68",
31/10/2022,Janata Sahakari Bank Apps,0.01,480.00%,-,-,-,-,-,-,0.01,4.8,
31/10/2022,Jio Payments Bank Apps,1.38,9887.00%,-,-,-,-,-,-,1.38,98.87,
31/10/2022,Jupiter,2.18,28043.00%,-,-,-,-,-,-,2.18,280.43,
31/10/2022,Karnataka Bank Apps,0.43,7662.00%,-,-,-,-,-,-,0.43,76.62,
31/10/2022,Karur Vysya Bank Apps,0.04,1762.00%,-,-,-,-,-,-,0.04,17.62,
31/10/2022,Kotak Mahindra Bank Apps,11.46,242665.00%,-,-,0,0.00%,-,-,11.46,"2,426.65",
31/10/2022,MakeMyTrip,0.07,3185.00%,-,-,-,-,-,-,0.07,31.85,
31/10/2022,Mobikwik,3.28,70812.00%,-,-,-,-,-,-,3.28,708.12,
31/10/2022,NSDL Payments Bank Apps,0.02,313.00%,-,-,-,-,-,-,0.02,3.13,
31/10/2022,Paytm Payments Bank App,995.34,"1,12,062.51",490.00%,1436.00%,0.43,54132.00%,108.92,"21,002.36","1,109.60","1,33,620.54",
31/10/2022,PhonePe,"3,452.87","5,93,759.02",-,-,-,-,-,-,"3,452.87","5,93,759.02",
31/10/2022,Punjab National Bank Apps,0.15,6277.00%,-,-,-,-,-,-,0.15,62.77,
31/10/2022,Punjab Sind Bank Apps,0.02,805.00%,-,-,-,-,-,-,0.02,8.05,
31/10/2022,RBL Bank Apps,1.07,24344.00%,0.00%,1.00%,0.01,171.00%,-,-,1.08,245.16,
31/10/2022,Samsung Pay,5.09,55433.00%,-,-,-,-,-,-,5.09,554.33,
30/11/2022,Airtel Payments Bank Apps,8.73,67100.00%,-,-,0,0.00%,0,0.09,8.73,671.09,
30/11/2022,Allahabad Bank Apps,0.03,898.00%,-,-,-,-,-,-,0.03,8.98,
30/11/2022,Amazon Pay,59.76,587336.00%,-,-,-,-,-,-,59.76,"5,873.36",
30/11/2022,Andhra Bank Apps,0.01,153.00%,-,-,-,-,-,-,0.01,1.53,
30/11/2022,AU Small Finance Bank Apps,0.53,16030.00%,-,-,0,0.00%,-,-,0.53,160.3,
30/11/2022,Axis Bank Apps,6.16,106161.00%,7159.00%,5735.00%,0.03,228.00%,-,-,77.77,"1,121.24",
30/11/2022,Bajaj Finserv,3.9,46441.00%,-,-,-,-,-,-,3.9,464.41,
30/11/2022,Bandhan Bank Apps,0.01,121.00%,-,-,-,-,-,-,0.01,1.21,
30/11/2022,Bank of Baroda Apps,1.26,45580.00%,-,-,0,0.00%,-,-,1.26,455.8,
30/11/2022,Bank of India Apps,0.2,5787.00%,-,-,-,-,-,-,0.2,57.87,
30/11/2022,Bank of Maharashtra Apps,0.07,1829.00%,-,-,-,-,-,-,0.07,18.29,
30/11/2022,BHIM,25.01,814483.00%,-,-,-,-,-,-,25.01,"8,144.83",
30/11/2022,Canara Bank Apps,0.86,23251.00%,-,-,-,-,-,-,0.86,232.51,
30/11/2022,Central Bank of India Apps,0.27,6329.00%,-,-,0,2.00%,-,-,0.27,63.31,
30/11/2022,Citi Bank Apps,0.13,6076.00%,-,-,0,0.00%,-,-,0.13,60.76,
30/11/2022,City Union Bank Apps,0.04,1258.00%,-,-,-,-,-,-,0.04,12.58,
30/11/2022,Cointab,0.03,1387.00%,-,-,-,-,-,-,0.03,13.87,
30/11/2022,Cred,25.63,1859972.00%,-,-,-,-,-,-,25.63,"18,599.72",
30/11/2022,DBS Digibank Apps,0.4,16955.00%,-,-,0,0.00%,-,-,0.41,169.55,
30/11/2022,Deutsche Bank Apps,1.3,10420.00%,-,-,0,1.00%,-,-,1.3,104.21,
30/11/2022,Dhanlaxmi Bank Apps,0.01,275.00%,-,-,-,-,-,-,0.01,2.75,
30/11/2022,Equitas Small Finance Bank Apps,0.02,982.00%,-,-,-,-,-,-,0.02,9.82,
30/11/2022,Fampay PPI,4.88,6475.00%,-,-,0,0.00%,-,-,4.88,64.75,
30/11/2022,Fave,0.05,283.00%,-,-,-,-,-,-,0.05,2.83,
30/11/2022,Federal Bank Apps,4.11,55397.00%,-,-,0,0.00%,-,-,4.11,553.97,
30/11/2022,Fino Payments bank Apps,0.1,661.00%,-,-,-,-,-,-,0.1,6.61,
30/11/2022,Google Pay,"2,541.14",40971475.00%,-,-,-,-,-,-,"2,541.14","409,714.75",
30/11/2022,Groww,0.05,3646.00%,-,-,-,-,-,-,0.05,36.46,
30/11/2022,HDFC Bank Apps,10.66,275827.00%,-,-,0,18.00%,-,-,10.66,"2,758.45",
30/11/2022,HSBC Bank Apps,0.12,7251.00%,0.00%,6.00%,0,0.00%,-,-,0.12,72.58,
30/11/2022,ICICI Bank Apps,33.4,782907.00%,432.00%,33450.00%,6.36,658724.00%,-,-,44.07,"14,750.80",
30/11/2022,IDBI Bank Apps,0.06,2478.00%,-,-,-,-,-,-,0.06,24.78,
30/11/2022,IDFC Bank Apps,10.46,89521.00%,-,-,0.01,816.00%,-,-,10.47,903.37,
30/11/2022,India Post Payments Bank Apps,4.66,58914.00%,-,-,-,-,-,-,4.66,589.14,
30/11/2022,Indian Bank Apps,0.23,6720.00%,-,-,-,-,-,-,0.23,67.2,
30/11/2022,Indian Overseas Bank Apps,0.01,248.00%,-,-,-,-,-,-,0.01,2.48,
30/11/2022,IndusInd Bank Apps,1.2,122413.00%,-,-,-,-,-,-,1.2,"1,224.13",
30/11/2022,Janata Sahakari Bank Apps,0.01,399.00%,-,-,-,-,-,-,0.01,3.99,
30/11/2022,Jio Payments Bank Apps,1.31,9623.00%,-,-,-,-,-,-,1.31,96.23,
30/11/2022,Jupiter,2.16,27552.00%,-,-,-,-,-,-,2.16,275.52,
30/11/2022,Karnataka Bank Apps,0.4,7482.00%,-,-,-,-,-,-,0.4,74.82,
30/11/2022,Karur Vysya Bank Apps,0.04,1623.00%,-,-,-,-,-,-,0.04,16.23,
30/11/2022,Kotak Mahindra Bank Apps,10.93,230490.00%,-,-,0,0.00%,-,-,10.93,"2,304.90",
30/11/2022,MakeMyTrip,0.02,769.00%,-,-,-,-,-,-,0.02,7.69,
30/11/2022,Mobikwik,3.46,76267.00%,-,-,-,-,-,-,3.46,762.67,
30/11/2022,NSDL Payments Bank Apps,0.02,270.00%,-,-,-,-,-,-,0.02,2.7,
30/11/2022,Paytm Payments Bank App,973.85,10900843.00%,412.00%,1481.00%,0.37,49176.00%,103.13,"19,290.91","1,081.47","128,805.91",
30/11/2022,PhonePe,"3,418.75",59132761.00%,-,-,-,-,-,-,"3,418.75","591,327.61",
31/12/2022,Airtel Payments Bank Apps,8.69,68155.00%,-,-,0,0.00%,0,0.12,8.7,681.67,
31/12/2022,Allahabad Bank Apps,0.03,975.00%,-,-,-,-,-,-,0.03,9.75,
31/12/2022,Amazon Pay,69.61,662166.00%,-,-,-,-,-,-,69.61,"6,621.66",
31/12/2022,AU Small Finance Bank Apps,0.58,17747.00%,-,-,-,-,-,-,0.58,177.47,
31/12/2022,Axis Bank Apps,7.26,124636.00%,5827.00%,5630.00%,0.03,244.00%,-,-,65.56,"1,305.09",
